날짜,현재유량,백분위값 10%,백분위값 25%,백분위값 50%,백분위값 75%,백분위값 90%
1996-01-01,0.86,0.55,0.71,1.56,2.46,7.61
1996-01-02,0.86,0.539,0.6775,1.14,2.46,7.61
1996-01-03,0.86,0.53,0.64,0.73,2.46,7.61
1996-01-04,0.86,0.31,0.64,0.86,2.46,7.61
1996-01-05,0.72,0.342,0.66,0.855,2.46,7.61
1996-01-06,0.72,0.328,0.61,0.725,2.46,7.61
1996-01-07,0.72,0.297,0.5875,0.72,2.61,7.61
1996-01-08,0.72,0.341,0.58,0.72,4.83,7.61
1996-01-09,0.06,0.22,0.54,0.7,2.46,7.61
1996-01-10,0.06,0.06,0.54,1.31,2.46,7.61
1996-01-11,0.23,0.21,0.57,1.12,2.46,7.61
1996-01-12,0.06,0.06,0.51,1.01,2.46,7.61
1996-01-13,0.06,0.38,0.55,1.03,7.61,26.42
1996-01-14,0.06,0.13,0.51,1.07,2.46,7.61
1996-01-15,0.06,0.072,0.5125,1,2.46,7.61
1996-01-16,0.06,0.076,0.5275,1.005,2.46,7.61
1996-01-17,0.06,0.103,0.505,0.935,2.46,24.539
1996-01-18,0.06,0.269,0.5025,0.94,2.46,7.61
1996-01-19,0.06,0.392,0.53,0.9,2.46,7.61
1996-01-20,0.06,0.445,0.51,0.825,2.46,7.61
1996-01-21,0.06,0.109,0.5,0.79,3.1525,7.61
1996-01-22,0.06,0.464,0.5175,0.86,2.7825,7.61
1996-01-23,0.06,0.327,0.5125,0.735,2.7825,7.61
1996-01-24,0.06,0.212,0.55,0.895,3.72,7.61
1996-01-25,0.06,0.511,0.5825,1.05,2.46,7.61
1996-01-26,0.06,0.43,0.5325,1.2,3.6525,7.61
1996-01-27,0.06,0.344,0.555,1.125,2.46,7.61
1996-01-28,0.06,0.471,0.54,1.105,3.735,7.997
1996-01-29,0.06,0.438,0.5325,1.125,2.825,7.61
1996-01-30,0.06,0.53,0.565,1.665,4.1425,7.61
1996-01-31,0.06,0.52,0.61,2,3.44,7.61
1996-02-01,0.06,0.521,0.55,1.68,3.81,7.61
1996-02-02,0.06,0.45,0.52,1.04,4.86,13.22
1996-02-03,0.06,0.24,0.52,1.01,3.1,8.186
1996-02-04,0.06,0.264,0.52,1,2.46,11.442
1996-02-05,0.06,0.314,0.49,0.72,2.46,11.442
1996-02-06,0.06,0.387,0.4875,0.8,2.535,11.921
1996-02-07,0.06,0.431,0.4925,0.815,2.46,11.921
1996-02-08,0.06,0.471,0.5475,0.845,2.345,11.921
1996-02-09,0.06,0.442,0.5575,0.97,2.55,11.921
1996-02-10,0.06,0.472,0.54,1.24,2.46,11.921
1996-02-11,0.06,0.463,0.525,1.1,2.46,11.921
1996-02-12,0.06,0.396,0.505,0.78,2.46,11.921
1996-02-13,0.06,0.436,0.555,1.3,2.46,11.442
1996-02-14,0.06,0.452,0.5525,1.67,2.46,11.921
1996-02-15,0.06,0.474,0.655,1.47,2.46,11.921
1996-02-16,0.06,0.49,0.625,1.46,2.55,12.023
1996-02-17,0.06,0.466,0.555,1.375,2.46,11.921
1996-02-18,0.06,0.446,0.5475,1.145,2.4725,10.963
1996-02-19,0.06,0.486,0.535,0.89,2.46,12.202
1996-02-20,0.06,0.444,0.53,0.89,2.46,16.464
1996-02-21,0.06,0.404,0.525,0.88,2.46,11.934
1996-02-22,0.06,0.438,0.57,1.73,2.46,11.442
1996-02-23,0.06,0.406,0.57,2,4.285,11.442
1996-02-24,0.06,0.39,0.605,1.82,2.75,11.524
1996-02-25,0.06,0.358,0.555,2,3.735,23.616
1996-02-26,0.06,0.338,0.54,2,5.71,23.616
1996-02-27,0.06,0.366,0.535,2,5.315,12.06
1996-02-28,0.06,0.462,0.595,2,7.06,12.166
1996-02-29,0.06,0.296,0.65,1.63,2,3.998
1996-03-01,0.06,0.46,0.59,2.36,7.61,12.536
1996-03-02,0.06,0.442,0.595,2,7.61,12.596
1996-03-03,0.06,0.364,0.48,2,7.17,12.002
1996-03-04,0.06,0.399,0.5025,1.965,6.9725,11.453
1996-03-05,0.06,0.368,0.595,2,6.945,12.002
1996-03-06,0.06,0.406,0.595,2.08,5.865,12.392
1996-03-07,0.06,0.446,0.59,2,5.495,12.784
1996-03-08,0.06,0.453,0.735,2.06,5.795,11.783
1996-03-09,0.06,0.386,0.675,2,6.835,12.132
1996-03-10,0.06,0.342,0.64,1.93,7.395,12.432
1996-03-11,0.06,0.302,0.605,2,6.985,13.452
1996-03-12,0.06,0.336,0.59,2.46,7.61,15.052
1996-03-13,0.06,0.443,0.8225,2.9,8.0725,23.033
1996-03-14,0.06,0.434,0.745,3.655,7.61,22.586
1996-03-15,0.06,0.428,0.655,3.275,7.61,25.064
1996-03-16,0.06,0.398,0.55,2.46,6.61,36.716
1996-03-17,0.06,0.452,0.51,2.38,7.61,40.846
1996-03-18,0.06,0.49,0.685,2.46,8.3525,44.252
1996-03-19,0.06,0.4,0.9,2.46,7.61,36.796
1996-03-20,0.06,0.475,0.855,2.86,8.5475,42.857
1996-03-21,0.06,0.501,0.8525,3.05,7.92,34.807
1996-03-22,0.06,0.494,0.75,2.865,10.2875,42.398
1996-03-23,0.06,0.594,0.73,2.67,7.845,58.014
1996-03-24,0.06,0.574,0.68,2.46,7.61,28.93
1996-03-25,0.06,0.53,0.6875,2.435,7.61,27.443
1996-03-26,0.06,0.51,0.71,2.46,7.61,59.322
1996-03-27,0.06,0.474,0.66,2.46,7.61,61.71
1996-03-28,0.06,0.468,0.72,2.46,8.65,75.704
1996-03-29,0.06,0.468,0.7,2.46,7.79,65.562
1996-03-30,8.42,0.492,0.7,2.95,8.28,60.994
1996-03-31,8.42,0.492,1.36,2.46,7.83,70.302
1996-04-01,8.42,0.56,1.41,2.68,8.315,58.85
1996-04-02,5.38,0.535,1.1725,2.72,11.7575,48.47
1996-04-03,1.21,0.675,1.2325,2.46,11.6675,71.425
1996-04-04,0.40,0.445,1.3375,3.95,9.44,68.035
1996-04-05,0.50,0.48,1.03,3.83,8.24,59.456
1996-04-06,3.05,0.578,1.085,3.05,9.6,52.916
1996-04-07,0.16,0.62,1.045,2.88,12.0475,48.545
1996-04-08,1.21,0.63,1.09,3,11.43,45.476
1996-04-09,0.31,0.498,1.005,3.54,10.515,52.814
1996-04-10,2.77,0.587,1.175,2.795,9.4475,45.508
1996-04-11,0.75,0.55,0.9,2.51,7.685,36.723
1996-04-12,0.31,0.516,0.7275,2.575,6.8825,47.776
1996-04-13,3.34,0.497,0.83,2.585,7.2125,46.537
1996-04-17,1.39,0.66,1.265,2,4.08,37.532
1996-04-18,1.80,0.646,1.135,2.35,5.805,37.532
1996-04-19,1.04,0.624,1.11,2.46,5.805,47.966
1996-04-20,0.62,0.632,1.04,2.46,5.67,37.532
1996-04-21,0.89,0.562,1.06,2.5,6.025,41.96
1996-04-22,3.05,0.516,1.11,2.46,7.805,41.44
1996-04-23,2.77,0.55,1.13,2.46,7.805,34.394
1996-04-24,2.77,0.472,1.21,2.77,8.81,32.368
1996-04-25,3.34,0.512,1.115,3.03,9.75,41.924
1996-04-26,3.96,0.616,1.58,2.89,6.505,37.532
1996-04-27,1.80,0.528,1.305,2.46,6.335,37.532
1996-04-28,1.39,0.532,0.95,2.46,6.785,37.532
1996-04-29,2.77,0.49,1.095,2.46,11.675,74.876
1996-04-30,5.38,0.466,0.85,2.46,10,76.046
1996-05-01,9.94,0.444,0.765,2.31,7.805,77.098
1996-05-02,9.94,0.41,0.88,2.46,7.805,74.876
1996-05-03,9.94,0.37,0.725,2.05,7.805,59.346
1996-05-04,7.94,0.352,0.605,2,7.775,39.288
1996-05-05,7.94,0.308,0.595,1.92,7.775,36.04
1996-05-06,7.94,0.334,0.61,2,7.775,35.08
1996-05-07,3.05,0.354,0.575,2,7.335,37.1
1996-05-08,6.59,0.294,0.55,1.64,7.355,41.348
1996-05-09,1.39,0.306,0.57,2,6.195,32.956
1996-05-10,0.01,0.346,0.51,1.59,6.215,39.636
1996-05-11,0.01,0.314,0.645,1.16,6.48,70.496
1996-05-12,0.06,0.276,0.555,1.42,6.44,67.692
1996-05-13,0.06,0.292,0.49,1.21,5.86,41.36
1996-05-14,0.06,0.31,0.48,1.33,5.035,45.032
1996-05-15,0.10,0.246,0.37,2,5.035,41.746
1996-05-16,0.03,0.236,0.37,1.73,7.585,37.878
1996-05-18,0.62,0.282,0.51,2,7.61,73.688
1996-05-19,1.21,0.276,0.52,2.18,7.745,37.622
1996-05-20,0.40,0.284,0.36,2,6.59,34.54
1996-05-21,1.39,0.252,0.355,2,3.66,33.012
1996-05-22,1.39,0.272,0.365,2,5.275,32.156
1996-05-23,4.30,0.216,0.515,2.45,5.955,60.39
1996-05-24,2.26,0.234,0.425,2.09,5.3,55.77
1996-05-25,0.01,0.14,0.3,1.785,6.7075,44.605
1996-05-26,1.21,0.225,0.4875,1.61,6.5825,39.61
1996-05-27,1.04,0.21,0.365,1.515,6.3225,37.405
1996-05-28,1.39,0.2,0.4,1.76,2.6775,40.13
1996-05-29,0.31,0.155,0.31,1.59,2.5575,38.39
1996-05-30,1.59,0.185,0.395,1.485,2.46,38.815
1996-05-31,0.89,0.175,0.4425,1.71,6.35,39.32
1996-06-01,0.50,0.195,0.3725,1.625,2.97,39.315
1996-06-02,0.06,0.18,0.32,1.59,2.475,42.175
1996-06-03,0.06,0.18,0.3,1.785,3.1125,43.815
1996-06-04,0.10,0.145,0.2625,1.575,2.94,43.225
1996-06-05,0.10,0.115,0.1975,1.565,3.2125,43.815
1996-06-06,0.10,0.135,0.2875,1.855,3.32,43.815
1996-06-07,0.03,0.135,0.335,1.895,6.3525,43.815
1996-06-08,0.01,0.16,0.295,2,4.5725,42.53
1996-06-09,0.01,0.115,0.385,2,6.3425,43.155
1996-06-10,2.26,0.21,0.615,1.735,5.235,38.925
1996-06-11,0.62,0.185,0.32,1.38,2.46,42.87
1996-06-12,1.39,0.155,0.3025,1.3,2.52,37.59
1996-06-13,0.03,0.175,0.36,1.125,2.46,41.805
1996-06-14,0.01,0.19,0.3225,1.225,4.665,49.415
1996-06-16,0.06,0.215,0.35,1.875,4.6725,38.665
1996-06-17,11.03,0.165,0.2925,2,6.4325,37.75
1996-06-18,30.31,0.222,0.34,1.66,7.61,49.984
1996-06-19,28.80,0.24,0.41,1.43,7.61,49.38
1996-06-20,30.68,0.232,0.39,1.37,7.61,50.132
1996-06-21,29.73,0.212,0.4,2,8,49.752
1996-06-22,29.73,0.204,0.33,2,7.61,49.752
1996-06-23,25.22,0.232,0.58,1.685,7.7075,51.736
1996-06-24,24.37,0.254,0.5375,2.46,9.1,72.865
1996-06-25,29.73,0.267,0.64,1.915,9.1,72.865
1996-06-26,30.68,0.286,0.645,1.99,9.1,72.865
1996-06-27,26.09,0.224,0.87,2,11.37,71.47
1996-06-28,25.22,0.19,0.87,1.89,10,71.47
1996-06-29,19.56,0.202,0.86,2,7.61,66.598
1996-06-30,18.08,0.26,1.22,2.46,13.1,71.47
1996-07-01,15.30,0.482,0.86,2.39,9.83,71.47
1996-07-02,8.42,0.652,1.32,2.46,8,59.024
1996-07-03,7.94,0.488,1.36,2.46,7.94,71.47
1996-07-04,10.47,0.386,1.46,2.66,10.47,71.47
1996-07-05,24.37,0.32,1.42,2.46,24.37,71.47
1996-07-06,20.32,0.604,1.3,3.5,35.69,87.898
1996-07-07,13.38,0.574,1,3.37,25.12,71.47
1996-07-08,23.53,0.65,1.02,2.46,19.77,71.47
1996-07-09,22.70,0.706,2,3.67,12.4,71.47
1996-07-10,19.56,0.704,2.14,3.26,12.4,87.874
1996-07-11,17.36,1.864,2.23,3.01,12.4,77.47
1996-07-12,17.36,1.692,2,4.08,17.36,87.908
1996-07-13,9.94,1.534,2,4.62,9.94,101.84
1996-07-14,8.42,1.054,2.46,4.08,37.71,72.382
1996-07-15,10.47,0.822,2,3.96,63.1,140.804
1996-07-16,8.42,0.79,2,7.61,60.82,135.742
1996-07-17,5.77,0.816,2,5.77,38.57,72.076
1996-07-18,5.00,0.714,2,5,33.55,65.252
1996-07-19,4.64,0.666,1.3,4.5,20.15,66.354
1996-07-20,4.64,0.752,1.82,4.64,12.4,97.442
1996-07-21,5.00,0.64,2,5,9.83,89.99
1996-07-22,11.03,0.748,1.8,3.62,12.4,60.538
1996-07-23,16.66,0.704,1.25,2.92,16.66,73.626
1996-07-24,10.47,0.73,1.4,5.5,40.16,90.836
1996-07-25,11.03,0.724,1,3.5,12.65,82.398
1996-07-26,11.59,0.738,1.14,2.46,12.4,117.022
1996-07-27,18.08,0.698,0.84,2.46,14.61,131.17
1996-07-28,29.73,0.538,0.7,2.46,12.4,111.112
1996-07-29,28.80,0.585,0.82,2.46,18.2875,95.545
1996-07-30,26.98,0.55,0.77,2.255,18.6775,98.785
1996-07-31,26.09,0.515,0.885,2.46,14.8375,94.805
1996-08-01,15.30,0.524,0.92,2.55,14.17,54.864
1996-08-02,3.34,0.57,0.915,2.46,12.185,96.22
1996-08-03,3.34,0.526,0.91,2.46,10.2,97.806
1996-08-04,3.34,0.49,0.89,2.46,14.165,121.73
1996-08-05,3.34,0.458,1.05,2.46,13.465,79.85
1996-08-06,3.05,0.466,0.97,2.46,14.985,94.772
1996-08-07,3.05,0.804,1.605,5.8,21.12,91.142
1996-08-08,3.05,1.09,2,4.5,13.73,87.75
1996-08-09,3.05,0.816,2.13,4.96,13.84,75.4
1996-08-10,3.05,1.312,2,7.58,56.385,191.982
1996-08-11,2.77,1.71,2.615,7.66,27.115,111.158
1996-08-12,7.03,1.602,2.615,8,23.355,90.98
1996-08-13,22.70,1.114,2.185,8.47,22.05,94.546
1996-08-14,20.32,1.666,2.34,8,19.51,69.254
1996-08-15,13.38,1.892,2.46,6.95,29.925,101.112
1996-08-16,5.00,1.964,2.55,8,35.665,99.984
1996-08-17,6.18,1.522,2.42,8,27.705,63.828
1996-08-18,2.77,1.118,2.585,8,32.655,83.506
1996-08-19,6.18,1.006,2.42,8,49.385,141.456
1996-08-20,3.96,0.882,2.46,4.61,26.64,89.724
1996-08-21,5.38,0.716,2.06,4.46,20.885,87.246
1996-08-22,6.18,0.654,1.985,3.62,12.665,76.604
1996-08-23,5.38,1.194,2.46,5.3,11.745,56.28
1996-08-24,4.30,1.728,2.745,7.22,20.46,67.438
1996-08-25,3.05,2.46,3.5275,11.265,42.675,113.53
1996-08-26,6.59,2.46,3.31,8.36,20.62,125.176
1996-08-27,19.56,2.208,3.225,7.73,23.225,96.646
1996-08-28,28.80,2.046,2.785,7.31,27.72,96.33
1996-08-29,29.73,1.542,2.22,5.62,28.185,98.96
1996-08-30,30.68,1.414,2.46,5.08,28.66,101.07
1996-08-31,27.88,1.778,2.57,7.23,24.9525,98.341
1996-09-01,21.10,1.544,2.61,7.61,19.82,83.594
1996-09-02,18.08,1.449,2.46,7.135,13.82,72.417
1996-09-03,14.01,1.222,2.23,5.88,16.095,201.712
1996-09-04,12.17,0.874,2.23,8.51,28.85,139.586
1996-09-05,15.30,1.195,2.595,7.805,27.885,136.5
1996-09-06,13.38,1.08,2.9625,12,38.8775,133.39
1996-09-07,12.17,1.252,2.57,8.97,56.16,155.49
1996-09-08,10.47,1.534,2.46,7.35,21.67,101.812
1996-09-09,6.59,1.198,2.46,6.59,12.47,89.516
1996-09-10,3.34,0.978,2.46,4.71,11,81.704
1996-09-11,3.34,1.325,2.5625,5.41,16.9225,111.155
1996-09-12,3.96,0.968,3.18,7.53,39.895,171.504
1996-09-13,2.51,1.47,2.76,5.16,42.89,138.148
1996-09-14,2.26,1.325,2.565,6.085,15.93,86.235
1996-09-15,2.26,1.38,2.5225,5.715,12.2175,92.305
1996-09-16,3.05,1.768,2.46,4.05,14.66,75.354
1996-09-17,4.64,1.75,2.79,5.19,13.6,145.724
1996-09-18,5.00,1.84,2.9325,5.17,12.05,109.24
1996-09-19,2.26,1.968,2.81,5.31,12.4,110.422
1996-09-20,2.77,1.952,2.73,7.61,16.1,78.316
1996-09-21,3.05,1.695,2.8125,6.605,19.395,92.125
1996-09-22,2.77,1.735,2.7075,7.13,23.725,99.495
1996-09-23,7.03,1.315,2.4875,7.44,17.4525,102.485
1996-09-24,3.34,0.91,2.46,5.115,12.4,99.245
1996-09-25,4.64,1.73,2.46,5.065,12.4,94.575
1996-09-26,8.91,1.445,2.46,5.075,15.55,75.075
1996-09-27,4.30,1.035,2.46,4.285,12.2375,65.975
1996-09-28,4.30,1.315,2.5475,4.325,12.4,59.35
1996-09-29,4.30,2.29,2.895,4.34,10.8725,53.64
1996-09-30,7.48,2.13,2.915,5.215,12.4,53.065
1996-10-01,2.77,1.645,2.665,4.2,12.33,52.515
1996-10-02,3.34,1.566,2.46,3.51,11,55.7
1996-10-03,4.30,1.675,2.56,4.03,12.05,83.685
1996-10-04,4.64,1.18,2.2875,4.105,12.4,56.72
1996-10-05,3.64,1.108,2.46,3.64,12.4,55.232
1996-10-06,3.05,0.938,2.46,3.57,17.31,83.18
1996-10-07,7.94,1.175,2.46,3.665,15.58,74.54
1996-10-08,3.34,1.358,2.215,3.34,14.325,54.364
1996-10-09,3.96,0.765,2.1725,3.425,12.7525,51.815
1996-10-10,3.64,0.574,2.2,3.57,10.895,37.424
1996-10-11,4.64,0.725,2.1275,3.91,6.86,42.825
1996-10-12,2.77,0.77,2.11,3.38,9.12,40.6
1996-10-13,1.80,0.795,1.9125,3.16,12.05,72.01
1996-10-14,2.77,0.924,1.835,2.46,9,67.454
1996-10-15,2.51,0.666,1.79,3.28,11.7,39.12
1996-10-16,1.80,0.378,1.725,3,11.7,36.934
1996-10-17,2.02,0.3,1.7825,3.035,10.1525,40.65
1996-10-18,1.59,0.285,1.685,3.135,10.4975,46.095
1996-10-19,1.59,0.69,1.685,3.045,11.7125,39.425
1996-10-20,1.04,1.025,1.9425,2.975,10.1525,38.67
1996-10-21,1.21,0.685,2.46,2.94,12.05,65.93
1996-10-22,1.59,0.67,2.46,2.925,12.1425,65.255
1996-10-23,2.51,0.63,2.0125,2.875,12.0725,54.495
1996-10-24,2.26,0.545,1.9975,2.85,10.7975,51.125
1996-10-25,2.26,0.498,1.71,2.99,9.36,42.816
1996-10-26,2.02,0.466,1.43,3,9.92,42.028
1996-10-27,1.80,0.448,1.8,2.92,11,43.11
1996-10-28,1.21,0.508,1.21,2.91,11,43.916
1996-10-29,2.26,0.555,1.2775,2.8,8.0375,36.03
1996-10-30,5.00,0.545,1.235,2.595,7.6625,34.805
1996-10-31,6.18,0.515,1.175,2.565,7.5375,38.935
1996-11-01,6.59,0.535,1.88,3.05,7.56,44.065
1996-11-02,5.00,0.5,1.4825,2.73,7.61,42.19
1996-11-03,4.64,0.475,1.4125,2.705,7.61,39.845
1996-11-04,2.51,0.64,1.28,2.51,7.61,40.9
1996-11-05,3.05,0.495,1.0575,2.23,7.61,36.765
1996-11-06,2.02,0.535,0.7975,2.24,7.61,55.655
1996-11-07,1.80,0.525,1.04,2.445,8.3525,58.46
1996-11-08,1.21,0.535,1.2025,2.54,10.1525,41.58
1996-11-09,1.21,0.5,1.1525,2.615,10.1525,52.69
1996-11-10,1.21,0.43,1.1275,2.565,12.2375,63.44
1996-11-11,1.04,0.58,1.0325,2.5,10.7775,61.425
1996-11-12,2.02,0.625,1.1875,2.41,10.7025,60.055
1996-11-13,2.02,0.58,1.1525,2.195,10.5225,54.355
1996-11-14,1.39,0.57,1.1525,2.365,10.685,40.9
1996-11-15,1.04,0.525,1.085,2.45,8.44,42.795
1996-11-16,1.21,0.53,1.2275,2.445,7.61,42.23
1996-11-17,1.04,0.435,1.18,2.16,7.61,39.975
1996-11-18,1.04,0.51,0.95,2.07,7.61,37.775
1996-11-19,2.51,0.505,1.1575,2.305,7.61,36.755
1996-11-20,1.39,0.505,0.8925,2.075,7.61,35.585
1996-11-21,1.39,0.545,0.885,2.06,7.61,35.885
1996-11-22,0.62,0.455,0.695,2.005,8.435,35.175
1996-11-23,0.40,0.405,0.825,2.105,10.1525,36.01
1996-11-24,0.23,0.37,0.82,1.93,7.61,36.895
1996-11-25,0.50,0.385,0.8,2.365,7.61,36.995
1996-11-26,0.62,0.435,0.98,2.23,10.1525,35.835
1996-11-27,0.40,0.38,0.715,2,7.525,32.228
1996-11-28,0.62,0.52,0.755,2,7.08,34.036
1996-11-29,0.62,0.44,0.845,2.46,9.045,34.052
1996-11-30,0.62,0.612,0.935,2.46,7.785,59.826
1996-12-01,0.40,0.412,0.88,2,5.445,57.61
1996-12-02,1.21,0.502,0.875,1.89,3.655,50.412
1996-12-03,5.38,0.5,0.8,2,5.215,32.068
1996-12-04,8.42,0.422,0.8,2,6.63,32.364
1996-12-05,3.05,0.436,0.78,2.3,5.905,28.312
1996-12-06,1.39,0.416,0.73,2,5.305,25.744
1996-12-07,0.62,0.422,0.805,2.29,7.09,32.066
1996-12-08,1.21,0.555,0.8825,2.095,8.915,30.98
1996-12-09,3.05,0.465,0.77,2.175,9.0125,33.44
1996-12-10,8.42,0.434,0.85,2.13,8.42,38.4
1996-12-11,5.38,0.55,0.85,2.26,5.38,16.16
1996-12-12,1.21,0.403,0.8225,1.89,4.815,27.688
1996-12-13,0.62,0.408,0.71,1.925,4.4975,12.4
1996-12-14,0.62,0.399,1.01,2.32,9.3475,25.875
1996-12-15,0.62,0.408,1.03,2.22,12.4,42.888
1996-12-16,0.62,0.406,0.84,2.1,12.4,42.888
1996-12-17,0.62,0.44,0.79,2.13,7.61,46.784
1996-12-18,0.62,0.422,0.69,2,3.93,38.792
1996-12-19,0.62,0.529,0.805,1.925,4.58,41.57
1996-12-20,0.62,0.462,0.7575,2.015,3.92,41.324
1996-12-21,0.62,0.47,0.84,2,4.53,37.192
1996-12-22,0.62,0.506,0.87,2.46,5.33,51.44
1996-12-23,0.62,0.56,0.72,2.02,3.04,37.192
1996-12-24,0.62,0.276,0.63,1.1,2.58,51.44
1996-12-25,0.62,0.599,0.875,1.56,3.055,42.209
1996-12-26,0.62,0.501,0.74,1.69,2.755,41.012
1996-12-27,0.62,0.396,0.7325,1.86,2.575,39.633
1996-12-28,0.62,0.385,0.7325,2.015,4.3775,41.324
1996-12-29,0.62,0.488,0.7175,1.625,3.0075,41.324
1996-12-30,0.62,0.522,0.7425,1.575,3.63,41.324
1996-12-31,0.62,0.294,0.7475,1.58,3.2125,35.864
1997-01-01,7.61,0.55,0.71,1.56,2.46,7.61
1997-01-02,7.61,0.539,0.6775,1.14,2.46,7.61
1997-01-03,7.61,0.53,0.64,0.73,2.46,7.61
1997-01-04,7.61,0.31,0.64,0.86,2.46,7.61
1997-01-05,7.61,0.342,0.66,0.855,2.46,7.61
1997-01-06,7.61,0.328,0.61,0.725,2.46,7.61
1997-01-07,7.61,0.297,0.5875,0.72,2.61,7.61
1997-01-08,7.61,0.341,0.58,0.72,4.83,7.61
1997-01-09,7.61,0.22,0.54,0.7,2.46,7.61
1997-01-10,7.61,0.06,0.54,1.31,2.46,7.61
1997-01-11,7.61,0.21,0.57,1.12,2.46,7.61
1997-01-12,7.61,0.06,0.51,1.01,2.46,7.61
1997-01-13,7.61,0.38,0.55,1.03,7.61,26.42
1997-01-14,7.61,0.13,0.51,1.07,2.46,7.61
1997-01-15,7.61,0.072,0.5125,1,2.46,7.61
1997-01-16,7.61,0.076,0.5275,1.005,2.46,7.61
1997-01-17,7.61,0.103,0.505,0.935,2.46,24.539
1997-01-18,7.61,0.269,0.5025,0.94,2.46,7.61
1997-01-19,7.61,0.392,0.53,0.9,2.46,7.61
1997-01-20,7.61,0.445,0.51,0.825,2.46,7.61
1997-01-21,7.61,0.109,0.5,0.79,3.1525,7.61
1997-01-22,7.61,0.464,0.5175,0.86,2.7825,7.61
1997-01-23,7.61,0.327,0.5125,0.735,2.7825,7.61
1997-01-24,7.61,0.212,0.55,0.895,3.72,7.61
1997-01-25,7.61,0.511,0.5825,1.05,2.46,7.61
1997-01-26,7.61,0.43,0.5325,1.2,3.6525,7.61
1997-01-27,7.61,0.344,0.555,1.125,2.46,7.61
1997-01-28,7.61,0.471,0.54,1.105,3.735,7.997
1997-01-29,7.61,0.438,0.5325,1.125,2.825,7.61
1997-01-30,7.61,0.53,0.565,1.665,4.1425,7.61
1997-01-31,7.61,0.52,0.61,2,3.44,7.61
1997-02-01,7.61,0.521,0.55,1.68,3.81,7.61
1997-02-02,7.61,0.45,0.52,1.04,4.86,13.22
1997-02-03,7.61,0.24,0.52,1.01,3.1,8.186
1997-02-04,7.61,0.264,0.52,1,2.46,11.442
1997-02-05,7.61,0.314,0.49,0.72,2.46,11.442
1997-02-06,7.61,0.387,0.4875,0.8,2.535,11.921
1997-02-07,7.61,0.431,0.4925,0.815,2.46,11.921
1997-02-08,7.61,0.471,0.5475,0.845,2.345,11.921
1997-02-09,7.61,0.442,0.5575,0.97,2.55,11.921
1997-02-10,7.61,0.472,0.54,1.24,2.46,11.921
1997-02-11,7.61,0.463,0.525,1.1,2.46,11.921
1997-02-12,7.61,0.396,0.505,0.78,2.46,11.921
1997-02-13,7.61,0.436,0.555,1.3,2.46,11.442
1997-02-14,7.61,0.452,0.5525,1.67,2.46,11.921
1997-02-15,7.61,0.474,0.655,1.47,2.46,11.921
1997-02-16,7.61,0.49,0.625,1.46,2.55,12.023
1997-02-17,7.61,0.466,0.555,1.375,2.46,11.921
1997-02-18,7.61,0.446,0.5475,1.145,2.4725,10.963
1997-02-19,7.61,0.486,0.535,0.89,2.46,12.202
1997-02-20,7.61,0.444,0.53,0.89,2.46,16.464
1997-02-21,7.61,0.404,0.525,0.88,2.46,11.934
1997-02-22,7.61,0.438,0.57,1.73,2.46,11.442
1997-02-23,7.61,0.406,0.57,2,4.285,11.442
1997-02-24,7.61,0.39,0.605,1.82,2.75,11.524
1997-02-25,7.61,0.358,0.555,2,3.735,23.616
1997-02-26,7.61,0.338,0.54,2,5.71,23.616
1997-02-27,7.61,0.366,0.535,2,5.315,12.06
1997-02-28,7.61,0.462,0.595,2,7.06,12.166
1997-03-01,7.61,0.46,0.59,2.36,7.61,12.536
1997-03-02,7.61,0.442,0.595,2,7.61,12.596
1997-03-03,7.61,0.364,0.48,2,7.17,12.002
1997-03-04,7.61,0.399,0.5025,1.965,6.9725,11.453
1997-03-05,7.61,0.368,0.595,2,6.945,12.002
1997-03-06,7.61,0.406,0.595,2.08,5.865,12.392
1997-03-07,7.61,0.446,0.59,2,5.495,12.784
1997-03-08,7.61,0.453,0.735,2.06,5.795,11.783
1997-03-09,7.61,0.386,0.675,2,6.835,12.132
1997-03-10,7.61,0.342,0.64,1.93,7.395,12.432
1997-03-11,7.61,0.302,0.605,2,6.985,13.452
1997-03-12,7.61,0.336,0.59,2.46,7.61,15.052
1997-03-13,7.61,0.443,0.8225,2.9,8.0725,23.033
1997-03-14,7.61,0.434,0.745,3.655,7.61,22.586
1997-03-15,7.61,0.428,0.655,3.275,7.61,25.064
1997-03-16,7.61,0.398,0.55,2.46,6.61,36.716
1997-03-17,7.61,0.452,0.51,2.38,7.61,40.846
1997-03-18,7.61,0.49,0.685,2.46,8.3525,44.252
1997-03-19,7.61,0.4,0.9,2.46,7.61,36.796
1997-03-20,7.61,0.475,0.855,2.86,8.5475,42.857
1997-03-21,7.61,0.501,0.8525,3.05,7.92,34.807
1997-03-22,7.61,0.494,0.75,2.865,10.2875,42.398
1997-03-23,7.61,0.594,0.73,2.67,7.845,58.014
1997-03-24,7.61,0.574,0.68,2.46,7.61,28.93
1997-03-25,7.61,0.53,0.6875,2.435,7.61,27.443
1997-03-26,7.61,0.51,0.71,2.46,7.61,59.322
1997-03-27,7.61,0.474,0.66,2.46,7.61,61.71
1997-03-28,7.61,0.468,0.72,2.46,8.65,75.704
1997-03-29,7.61,0.468,0.7,2.46,7.79,65.562
1997-03-30,7.61,0.492,0.7,2.95,8.28,60.994
