날짜,현재유량,백분위값 10%,백분위값 25%,백분위값 50%,백분위값 75%,백분위값 90%
2012-01-02,0.99,0.539,0.6775,1.14,2.46,7.61
2012-01-03,0.57,0.53,0.64,0.73,2.46,7.61
2012-01-04,0.22,0.31,0.64,0.86,2.46,7.61
2012-01-05,0.08,0.342,0.66,0.855,2.46,7.61
2012-01-06,0.05,0.328,0.61,0.725,2.46,7.61
2012-01-07,0.05,0.297,0.5875,0.72,2.61,7.61
2012-01-08,0.05,0.341,0.58,0.72,4.83,7.61
2012-01-09,0.05,0.22,0.54,0.7,2.46,7.61
2012-01-10,0.05,0.06,0.54,1.31,2.46,7.61
2012-01-11,0.05,0.21,0.57,1.12,2.46,7.61
2012-01-12,0.04,0.06,0.51,1.01,2.46,7.61
2012-03-13,3.84,0.443,0.8225,2.9,8.0725,23.033
2012-03-14,3.76,0.434,0.745,3.655,7.61,22.586
2012-03-15,3.46,0.428,0.655,3.275,7.61,25.064
2012-03-16,1.38,0.398,0.55,2.46,6.61,36.716
2012-03-17,1.89,0.452,0.51,2.38,7.61,40.846
2012-03-18,3.68,0.49,0.685,2.46,8.3525,44.252
2012-03-19,6.41,0.4,0.9,2.46,7.61,36.796
2012-03-20,7.97,0.475,0.855,2.86,8.5475,42.857
2012-03-21,6.08,0.501,0.8525,3.05,7.92,34.807
2012-03-22,16.89,0.494,0.75,2.865,10.2875,42.398
2012-03-23,21.35,0.594,0.73,2.67,7.845,58.014
2012-03-24,16.65,0.574,0.68,2.46,7.61,28.93
2012-03-25,6.56,0.53,0.6875,2.435,7.61,27.443
2012-03-26,3.72,0.51,0.71,2.46,7.61,59.322
2012-03-27,6.53,0.474,0.66,2.46,7.61,61.71
2012-03-28,10.35,0.468,0.72,2.46,8.65,75.704
2012-03-29,9.99,0.468,0.7,2.46,7.79,65.562
2012-03-30,39.64,0.492,0.7,2.95,8.28,60.994
2012-03-31,62.91,0.492,1.36,2.46,7.83,70.302
2012-04-01,42.47,0.56,1.41,2.68,8.315,58.85
2012-04-02,18.92,0.535,1.1725,2.72,11.7575,48.47
2012-04-03,67.62,0.675,1.2325,2.46,11.6675,71.425
2012-04-04,60.84,0.445,1.3375,3.95,9.44,68.035
2012-04-05,48.94,0.48,1.03,3.83,8.24,59.456
2012-04-06,38.04,0.578,1.085,3.05,9.6,52.916
2012-04-07,21.86,0.62,1.045,2.88,12.0475,48.545
2012-04-08,20.87,0.63,1.09,3,11.43,45.476
2012-04-09,37.87,0.498,1.005,3.54,10.515,52.814
2012-04-10,32.77,0.587,1.175,2.795,9.4475,45.508
2012-04-11,20.22,0.55,0.9,2.51,7.685,36.723
2012-04-12,36.01,0.516,0.7275,2.575,6.8825,47.776
2012-04-13,34.24,0.497,0.83,2.585,7.2125,46.537
2012-04-14,16.21,0.478,1.075,2.48,7.89,39.818
2012-04-15,8.45,0.61,1.155,2.45,5.7425,43.815
2012-04-16,5.63,0.565,1.1475,2.21,4.145,43.815
2012-04-17,4.03,0.66,1.265,2,4.08,37.532
2012-04-18,3.89,0.646,1.135,2.35,5.805,37.532
2012-04-19,3.77,0.624,1.11,2.46,5.805,47.966
2012-04-20,3.75,0.632,1.04,2.46,5.67,37.532
2012-04-21,19.78,0.562,1.06,2.5,6.025,41.96
2012-04-22,50.08,0.516,1.11,2.46,7.805,41.44
2012-04-23,19.61,0.55,1.13,2.46,7.805,34.394
2012-04-24,9.62,0.472,1.21,2.77,8.81,32.368
2012-04-25,5.86,0.512,1.115,3.03,9.75,41.924
2012-04-26,5.40,0.616,1.58,2.89,6.505,37.532
2012-04-27,5.17,0.528,1.305,2.46,6.335,37.532
2012-04-28,3.65,0.532,0.95,2.46,6.785,37.532
2012-04-29,3.96,0.49,1.095,2.46,11.675,74.876
2012-04-30,3.63,0.466,0.85,2.46,10,76.046
2012-05-01,3.33,0.444,0.765,2.31,7.805,77.098
2012-05-02,3.86,0.41,0.88,2.46,7.805,74.876
2012-05-03,3.07,0.37,0.725,2.05,7.805,59.346
2012-05-04,2.72,0.352,0.605,2,7.775,39.288
2012-05-05,1.92,0.308,0.595,1.92,7.775,36.04
2012-05-06,1.37,0.334,0.61,2,7.775,35.08
2012-05-07,0.81,0.354,0.575,2,7.335,37.1
2012-05-08,0.55,0.294,0.55,1.64,7.355,41.348
2012-05-09,0.58,0.306,0.57,2,6.195,32.956
2012-05-10,0.60,0.346,0.51,1.59,6.215,39.636
2012-05-11,1.13,0.314,0.645,1.16,6.48,70.496
2012-05-12,1.42,0.276,0.555,1.42,6.44,67.692
2012-05-13,1.21,0.292,0.49,1.21,5.86,41.36
2012-05-14,1.33,0.31,0.48,1.33,5.035,45.032
2012-05-15,2.38,0.246,0.37,2,5.035,41.746
2012-05-16,1.02,0.236,0.37,1.73,7.585,37.878
2012-05-17,0.78,0.28,0.4625,1.9,5.7575,38.715
2012-05-18,0.62,0.282,0.51,2,7.61,73.688
2012-05-19,0.31,0.276,0.52,2.18,7.745,37.622
2012-05-20,0.32,0.284,0.36,2,6.59,34.54
2012-05-21,0.33,0.252,0.355,2,3.66,33.012
2012-05-22,0.33,0.272,0.365,2,5.275,32.156
2012-05-23,0.22,0.216,0.515,2.45,5.955,60.39
2012-05-24,0.12,0.234,0.425,2.09,5.3,55.77
2012-05-25,0.11,0.14,0.3,1.785,6.7075,44.605
2012-05-26,0.10,0.225,0.4875,1.61,6.5825,39.61
2012-05-27,0.14,0.21,0.365,1.515,6.3225,37.405
2012-05-28,0.20,0.2,0.4,1.76,2.6775,40.13
2012-05-29,0.12,0.155,0.31,1.59,2.5575,38.39
2012-05-30,0.53,0.185,0.395,1.485,2.46,38.815
2012-05-31,0.98,0.175,0.4425,1.71,6.35,39.32
2012-06-01,0.81,0.195,0.3725,1.625,2.97,39.315
2012-06-02,0.20,0.18,0.32,1.59,2.475,42.175
2012-06-03,0.27,0.18,0.3,1.785,3.1125,43.815
2012-06-04,0.14,0.145,0.2625,1.575,2.94,43.225
2012-06-05,0.06,0.115,0.1975,1.565,3.2125,43.815
2012-06-06,0.03,0.135,0.2875,1.855,3.32,43.815
2012-06-07,0.02,0.135,0.335,1.895,6.3525,43.815
2012-06-08,0.01,0.16,0.295,2,4.5725,42.53
2012-06-09,0.03,0.115,0.385,2,6.3425,43.155
2012-06-10,0.03,0.21,0.615,1.735,5.235,38.925
2012-06-11,0.02,0.185,0.32,1.38,2.46,42.87
2012-06-12,0.03,0.155,0.3025,1.3,2.52,37.59
2012-06-13,1.30,0.175,0.36,1.125,2.46,41.805
2012-06-14,1.72,0.19,0.3225,1.225,4.665,49.415
2012-06-15,2.18,0.236,0.4,1.34,3.15,44.938
2012-06-16,2.91,0.215,0.35,1.875,4.6725,38.665
2012-06-17,2.73,0.165,0.2925,2,6.4325,37.75
2012-06-18,1.43,0.222,0.34,1.66,7.61,49.984
2012-06-19,0.83,0.24,0.41,1.43,7.61,49.38
2012-06-20,0.85,0.232,0.39,1.37,7.61,50.132
2012-06-21,0.61,0.212,0.4,2,8,49.752
2012-06-22,3.55,0.204,0.33,2,7.61,49.752
2012-06-23,0.96,0.232,0.58,1.685,7.7075,51.736
2012-06-24,3.23,0.254,0.5375,2.46,9.1,72.865
2012-06-25,0.71,0.267,0.64,1.915,9.1,72.865
2012-06-26,0.70,0.286,0.645,1.99,9.1,72.865
2012-06-27,1.30,0.224,0.87,2,11.37,71.47
2012-06-28,1.24,0.19,0.87,1.89,10,71.47
2012-06-29,0.86,0.202,0.86,2,7.61,66.598
2012-06-30,1.36,0.26,1.22,2.46,13.1,71.47
2012-07-01,2.02,0.482,0.86,2.39,9.83,71.47
2012-07-02,0.92,0.652,1.32,2.46,8,59.024
2012-07-03,0.36,0.488,1.36,2.46,7.94,71.47
2012-07-04,0.33,0.386,1.46,2.66,10.47,71.47
2012-07-05,0.17,0.32,1.42,2.46,24.37,71.47
2012-07-06,145.40,0.604,1.3,3.5,35.69,87.898
2012-07-07,151.59,0.574,1,3.37,25.12,71.47
2012-07-08,20.15,0.65,1.02,2.46,19.77,71.47
2012-07-09,7.41,0.706,2,3.67,12.4,71.47
2012-07-10,5.44,0.704,2.14,3.26,12.4,87.874
2012-07-11,4.99,1.864,2.23,3.01,12.4,77.47
2012-07-12,4.56,1.692,2,4.08,17.36,87.908
2012-07-13,5.18,1.534,2,4.62,9.94,101.84
2012-07-14,7.09,1.054,2.46,4.08,37.71,72.382
2012-07-15,266.03,0.822,2,3.96,63.1,140.804
2012-07-16,181.31,0.79,2,7.61,60.82,135.742
2012-07-17,78.06,0.816,2,5.77,38.57,72.076
2012-07-18,33.55,0.714,2,5,33.55,65.252
2012-07-19,20.15,0.666,1.3,4.5,20.15,66.354
2012-07-20,10.18,0.752,1.82,4.64,12.4,97.442
2012-07-21,3.97,0.64,2,5,9.83,89.99
2012-07-22,3.62,0.748,1.8,3.62,12.4,60.538
2012-07-23,2.92,0.704,1.25,2.92,16.66,73.626
2012-07-24,1.76,0.73,1.4,5.5,40.16,90.836
2012-07-25,0.82,0.724,1,3.5,12.65,82.398
2012-07-26,0.66,0.738,1.14,2.46,12.4,117.022
2012-07-27,0.45,0.698,0.84,2.46,14.61,131.17
2012-07-28,0.36,0.538,0.7,2.46,12.4,111.112
2012-07-29,0.40,0.585,0.82,2.46,18.2875,95.545
2012-07-30,0.30,0.55,0.77,2.255,18.6775,98.785
2012-07-31,0.27,0.515,0.885,2.46,14.8375,94.805
2012-08-01,0.21,0.524,0.92,2.55,14.17,54.864
2012-08-02,0.27,0.57,0.915,2.46,12.185,96.22
2012-08-03,0.49,0.526,0.91,2.46,10.2,97.806
2012-08-04,0.51,0.49,0.89,2.46,14.165,121.73
2012-08-05,1.12,0.458,1.05,2.46,13.465,79.85
2012-08-06,0.95,0.466,0.97,2.46,14.985,94.772
2012-08-07,0.72,0.804,1.605,5.8,21.12,91.142
2012-08-08,0.46,1.09,2,4.5,13.73,87.75
2012-08-09,0.19,0.816,2.13,4.96,13.84,75.4
2012-08-10,0.07,1.312,2,7.58,56.385,191.982
2012-08-11,0.07,1.71,2.615,7.66,27.115,111.158
2012-08-12,0.35,1.602,2.615,8,23.355,90.98
2012-08-13,1.09,1.114,2.185,8.47,22.05,94.546
2012-08-14,0.23,1.666,2.34,8,19.51,69.254
2012-08-15,0.15,1.892,2.46,6.95,29.925,101.112
2012-08-16,0.55,1.964,2.55,8,35.665,99.984
2012-08-17,0.43,1.522,2.42,8,27.705,63.828
2012-08-18,0.09,1.118,2.585,8,32.655,83.506
2012-08-19,0.05,1.006,2.42,8,49.385,141.456
2012-08-20,0.02,0.882,2.46,4.61,26.64,89.724
2012-08-21,0.01,0.716,2.06,4.46,20.885,87.246
2012-08-22,0.38,0.654,1.985,3.62,12.665,76.604
2012-08-23,9.57,1.194,2.46,5.3,11.745,56.28
2012-08-24,13.65,1.728,2.745,7.22,20.46,67.438
2012-08-25,8.73,2.46,3.5275,11.265,42.675,113.53
2012-08-26,8.36,2.46,3.31,8.36,20.62,125.176
2012-08-27,2.63,2.208,3.225,7.73,23.225,96.646
2012-08-28,3.65,2.046,2.785,7.31,27.72,96.33
2012-08-29,1.09,1.542,2.22,5.62,28.185,98.96
2012-08-30,113.24,1.414,2.46,5.08,28.66,101.07
2012-08-31,102.73,1.778,2.57,7.23,24.9525,98.341
2012-09-01,3.02,1.544,2.61,7.61,19.82,83.594
2012-09-02,1.47,1.449,2.46,7.135,13.82,72.417
2012-09-03,1.21,1.222,2.23,5.88,16.095,201.712
2012-09-04,1.01,0.874,2.23,8.51,28.85,139.586
2012-09-05,1.00,1.195,2.595,7.805,27.885,136.5
2012-09-06,0.44,1.08,2.9625,12,38.8775,133.39
2012-09-07,0.00,1.252,2.57,8.97,56.16,155.49
2012-09-08,1.00,1.534,2.46,7.35,21.67,101.812
2012-09-09,1.07,1.198,2.46,6.59,12.47,89.516
2012-09-10,0.70,0.978,2.46,4.71,11,81.704
2012-09-11,0.00,1.325,2.5625,5.41,16.9225,111.155
2012-09-12,0.00,0.968,3.18,7.53,39.895,171.504
2012-09-13,0.00,1.47,2.76,5.16,42.89,138.148
2012-09-14,0.02,1.325,2.565,6.085,15.93,86.235
2012-09-15,0.05,1.38,2.5225,5.715,12.2175,92.305
2012-09-16,2.16,1.768,2.46,4.05,14.66,75.354
2012-09-17,283.75,1.75,2.79,5.19,13.6,145.724
2012-09-18,54.36,1.84,2.9325,5.17,12.05,109.24
2012-09-19,9.17,1.968,2.81,5.31,12.4,110.422
2012-09-20,2.48,1.952,2.73,7.61,16.1,78.316
2012-09-21,0.87,1.695,2.8125,6.605,19.395,92.125
2012-09-22,0.20,1.735,2.7075,7.13,23.725,99.495
2012-09-23,0.14,1.315,2.4875,7.44,17.4525,102.485
2012-09-24,0.09,0.91,2.46,5.115,12.4,99.245
2012-09-25,3.30,1.73,2.46,5.065,12.4,94.575
2012-09-26,5.14,1.445,2.46,5.075,15.55,75.075
2012-09-27,4.63,1.035,2.46,4.285,12.2375,65.975
2012-09-28,4.27,1.315,2.5475,4.325,12.4,59.35
2012-09-29,4.13,2.29,2.895,4.34,10.8725,53.64
2012-09-30,3.68,2.13,2.915,5.215,12.4,53.065
2012-10-01,3.18,1.645,2.665,4.2,12.33,52.515
2012-10-02,2.94,1.566,2.46,3.51,11,55.7
2012-10-03,2.75,1.675,2.56,4.03,12.05,83.685
2012-10-04,2.23,1.18,2.2875,4.105,12.4,56.72
2012-10-05,1.90,1.108,2.46,3.64,12.4,55.232
2012-10-06,1.83,0.938,2.46,3.57,17.31,83.18
2012-10-07,2.12,1.175,2.46,3.665,15.58,74.54
2012-10-08,1.95,1.358,2.215,3.34,14.325,54.364
2012-10-09,1.19,0.765,2.1725,3.425,12.7525,51.815
2012-10-10,0.65,0.574,2.2,3.57,10.895,37.424
2012-10-11,0.99,0.725,2.1275,3.91,6.86,42.825
2012-10-12,0.99,0.77,2.11,3.38,9.12,40.6
2012-10-13,1.17,0.795,1.9125,3.16,12.05,72.01
2012-10-14,1.28,0.924,1.835,2.46,9,67.454
2012-10-15,0.83,0.666,1.79,3.28,11.7,39.12
2012-10-16,0.23,0.378,1.725,3,11.7,36.934
2012-10-17,0.21,0.3,1.7825,3.035,10.1525,40.65
2012-10-18,0.17,0.285,1.685,3.135,10.4975,46.095
2012-10-19,0.16,0.69,1.685,3.045,11.7125,39.425
2012-10-20,0.18,1.025,1.9425,2.975,10.1525,38.67
2012-10-21,0.30,0.685,2.46,2.94,12.05,65.93
2012-10-22,0.25,0.67,2.46,2.925,12.1425,65.255
2012-10-23,0.22,0.63,2.0125,2.875,12.0725,54.495
2012-10-24,0.12,0.545,1.9975,2.85,10.7975,51.125
2012-10-25,0.11,0.498,1.71,2.99,9.36,42.816
2012-10-26,0.10,0.466,1.43,3,9.92,42.028
2012-10-27,0.18,0.448,1.8,2.92,11,43.11
2012-10-28,0.29,0.508,1.21,2.91,11,43.916
2012-10-29,0.14,0.555,1.2775,2.8,8.0375,36.03
2012-10-30,0.07,0.545,1.235,2.595,7.6625,34.805
2012-10-31,0.06,0.515,1.175,2.565,7.5375,38.935
2012-11-01,0.05,0.535,1.88,3.05,7.56,44.065
2012-11-02,0.06,0.5,1.4825,2.73,7.61,42.19
2012-11-03,0.06,0.475,1.4125,2.705,7.61,39.845
2012-11-04,0.15,0.64,1.28,2.51,7.61,40.9
2012-11-05,0.12,0.495,1.0575,2.23,7.61,36.765
2012-11-06,0.06,0.535,0.7975,2.24,7.61,55.655
2012-11-07,0.06,0.525,1.04,2.445,8.3525,58.46
2012-11-08,0.06,0.535,1.2025,2.54,10.1525,41.58
2012-11-09,0.08,0.5,1.1525,2.615,10.1525,52.69
2012-11-10,0.19,0.43,1.1275,2.565,12.2375,63.44
2012-11-11,0.52,0.58,1.0325,2.5,10.7775,61.425
2012-11-12,0.31,0.625,1.1875,2.41,10.7025,60.055
2012-11-13,0.09,0.58,1.1525,2.195,10.5225,54.355
2012-11-14,0.06,0.57,1.1525,2.365,10.685,40.9
2012-11-15,0.06,0.525,1.085,2.45,8.44,42.795
2012-11-16,0.06,0.53,1.2275,2.445,7.61,42.23
2012-11-17,0.11,0.435,1.18,2.16,7.61,39.975
2012-11-18,0.16,0.51,0.95,2.07,7.61,37.775
2012-11-19,0.09,0.505,1.1575,2.305,7.61,36.755
2012-11-20,0.05,0.505,0.8925,2.075,7.61,35.585
2012-11-21,0.06,0.545,0.885,2.06,7.61,35.885
2012-11-22,0.05,0.455,0.695,2.005,8.435,35.175
2012-11-23,0.06,0.405,0.825,2.105,10.1525,36.01
2012-11-24,0.14,0.37,0.82,1.93,7.61,36.895
2012-11-25,0.16,0.385,0.8,2.365,7.61,36.995
2012-11-26,0.10,0.435,0.98,2.23,10.1525,35.835
2012-11-27,0.06,0.38,0.715,2,7.525,32.228
2012-11-28,0.77,0.52,0.755,2,7.08,34.036
2012-11-29,1.44,0.44,0.845,2.46,9.045,34.052
2012-11-30,1.29,0.612,0.935,2.46,7.785,59.826
2012-12-01,1.30,0.412,0.88,2,5.445,57.61
2012-12-02,1.98,0.502,0.875,1.89,3.655,50.412
2012-12-03,1.48,0.5,0.8,2,5.215,32.068
2012-12-04,1.07,0.422,0.8,2,6.63,32.364
2012-12-05,0.82,0.436,0.78,2.3,5.905,28.312
2012-12-06,0.68,0.416,0.73,2,5.305,25.744
2012-12-07,0.98,0.422,0.805,2.29,7.09,32.066
2012-12-08,1.38,0.555,0.8825,2.095,8.915,30.98
2012-12-09,1.72,0.465,0.77,2.175,9.0125,33.44
2012-12-10,1.72,0.434,0.85,2.13,8.42,38.4
2012-12-11,1.72,0.55,0.85,2.26,5.38,16.16
2012-12-12,1.72,0.403,0.8225,1.89,4.815,27.688
2012-12-13,1.73,0.408,0.71,1.925,4.4975,12.4
2012-12-14,3.26,0.399,1.01,2.32,9.3475,25.875
2012-12-15,7.52,0.408,1.03,2.22,12.4,42.888
2012-12-16,5.55,0.406,0.84,2.1,12.4,42.888
2012-12-17,3.79,0.44,0.79,2.13,7.61,46.784
2012-12-18,2.87,0.422,0.69,2,3.93,38.792
2012-12-19,1.56,0.529,0.805,1.925,4.58,41.57
2012-12-20,1.53,0.462,0.7575,2.015,3.92,41.324
2012-12-21,2.04,0.47,0.84,2,4.53,37.192
2012-12-22,2.84,0.506,0.87,2.46,5.33,51.44
2012-12-23,2.47,0.56,0.72,2.02,3.04,37.192
2012-12-24,0.99,0.276,0.63,1.1,2.58,51.44
2012-12-25,1.49,0.599,0.875,1.56,3.055,42.209
2012-12-26,2.20,0.501,0.74,1.69,2.755,41.012
2012-12-27,2.20,0.396,0.7325,1.86,2.575,39.633
2012-12-28,2.20,0.385,0.7325,2.015,4.3775,41.324
2012-12-29,2.49,0.488,0.7175,1.625,3.0075,41.324
2012-12-30,2.57,0.522,0.7425,1.575,3.63,41.324
2012-12-31,1.69,0.294,0.7475,1.58,3.2125,35.864
2013-01-01,2.02,0.55,0.71,1.56,2.46,7.61
2013-01-02,2.32,0.539,0.6775,1.14,2.46,7.61
2013-01-14,2.15,0.13,0.51,1.07,2.46,7.61
2013-01-15,1.81,0.072,0.5125,1,2.46,7.61
2013-01-16,1.44,0.076,0.5275,1.005,2.46,7.61
2013-01-17,1.60,0.103,0.505,0.935,2.46,24.539
2013-01-18,1.12,0.269,0.5025,0.94,2.46,7.61
2013-01-19,1.43,0.392,0.53,0.9,2.46,7.61
2013-01-20,2.56,0.445,0.51,0.825,2.46,7.61
2013-01-21,3.24,0.109,0.5,0.79,3.1525,7.61
2013-01-22,4.74,0.464,0.5175,0.86,2.7825,7.61
2013-01-23,4.23,0.327,0.5125,0.735,2.7825,7.61
2013-01-24,4.14,0.212,0.55,0.895,3.72,7.61
2013-01-25,1.62,0.511,0.5825,1.05,2.46,7.61
2013-01-26,1.59,0.43,0.5325,1.2,3.6525,7.61
2013-01-27,2.35,0.344,0.555,1.125,2.46,7.61
2013-01-28,2.35,0.471,0.54,1.105,3.735,7.997
2013-01-29,2.63,0.438,0.5325,1.125,2.825,7.61
2013-01-30,4.09,0.53,0.565,1.665,4.1425,7.61
2013-01-31,4.65,0.52,0.61,2,3.44,7.61
2013-02-01,7.56,0.521,0.55,1.68,3.81,7.61
2013-02-02,13.22,0.45,0.52,1.04,4.86,13.22
2013-02-03,8.33,0.24,0.52,1.01,3.1,8.186
2013-02-04,5.45,0.264,0.52,1,2.46,11.442
2013-02-05,4.49,0.314,0.49,0.72,2.46,11.442
2013-02-06,4.16,0.387,0.4875,0.8,2.535,11.921
2013-02-07,2.82,0.431,0.4925,0.815,2.46,11.921
2013-02-08,1.43,0.471,0.5475,0.845,2.345,11.921
2013-02-09,3.30,0.442,0.5575,0.97,2.55,11.921
2013-02-10,3.55,0.472,0.54,1.24,2.46,11.921
2013-02-11,3.33,0.463,0.525,1.1,2.46,11.921
2013-02-12,3.05,0.396,0.505,0.78,2.46,11.921
2013-02-13,1.90,0.436,0.555,1.3,2.46,11.442
2013-02-14,2.24,0.452,0.5525,1.67,2.46,11.921
2013-02-15,2.26,0.474,0.655,1.47,2.46,11.921
2013-02-16,2.07,0.49,0.625,1.46,2.55,12.023
2013-02-17,2.99,0.466,0.555,1.375,2.46,11.921
2013-02-18,2.51,0.446,0.5475,1.145,2.4725,10.963
2013-02-19,2.36,0.486,0.535,0.89,2.46,12.202
2013-02-20,1.78,0.444,0.53,0.89,2.46,16.464
2013-02-21,1.59,0.404,0.525,0.88,2.46,11.934
2013-02-22,1.73,0.438,0.57,1.73,2.46,11.442
2013-02-23,2.25,0.406,0.57,2,4.285,11.442
2013-02-24,2.57,0.39,0.605,1.82,2.75,11.524
2013-02-25,2.37,0.358,0.555,2,3.735,23.616
2013-02-26,2.29,0.338,0.54,2,5.71,23.616
2013-02-27,2.34,0.366,0.535,2,5.315,12.06
2013-02-28,2.53,0.462,0.595,2,7.06,12.166
2013-03-01,3.71,0.46,0.59,2.36,7.61,12.536
2013-03-02,5.00,0.442,0.595,2,7.61,12.596
2013-03-03,4.13,0.364,0.48,2,7.17,12.002
2013-03-04,3.03,0.399,0.5025,1.965,6.9725,11.453
2013-03-05,2.54,0.368,0.595,2,6.945,12.002
2013-03-06,2.40,0.406,0.595,2.08,5.865,12.392
2013-03-07,2.83,0.446,0.59,2,5.495,12.784
2013-03-08,5.19,0.453,0.735,2.06,5.795,11.783
2013-03-09,6.06,0.386,0.675,2,6.835,12.132
2013-03-10,9.76,0.342,0.64,1.93,7.395,12.432
2013-03-11,6.68,0.302,0.605,2,6.985,13.452
2013-03-12,4.21,0.336,0.59,2.46,7.61,15.052
2013-03-13,9.46,0.443,0.8225,2.9,8.0725,23.033
2013-03-14,7.59,0.434,0.745,3.655,7.61,22.586
2013-03-15,5.24,0.428,0.655,3.275,7.61,25.064
2013-03-16,5.17,0.398,0.55,2.46,6.61,36.716
2013-03-17,5.27,0.452,0.51,2.38,7.61,40.846
2013-03-18,10.80,0.49,0.685,2.46,8.3525,44.252
2013-03-19,10.34,0.4,0.9,2.46,7.61,36.796
2013-03-20,10.28,0.475,0.855,2.86,8.5475,42.857
2013-03-21,8.85,0.501,0.8525,3.05,7.92,34.807
2013-03-22,7.11,0.494,0.75,2.865,10.2875,42.398
2013-03-23,6.85,0.594,0.73,2.67,7.845,58.014
2013-03-24,6.95,0.574,0.68,2.46,7.61,28.93
2013-03-25,8.21,0.53,0.6875,2.435,7.61,27.443
2013-03-26,6.72,0.51,0.71,2.46,7.61,59.322
2013-03-27,6.50,0.474,0.66,2.46,7.61,61.71
2013-03-28,6.43,0.468,0.72,2.46,8.65,75.704
2013-03-29,6.36,0.468,0.7,2.46,7.79,65.562
2013-03-30,6.11,0.492,0.7,2.95,8.28,60.994
2013-03-31,6.11,0.492,1.36,2.46,7.83,70.302
2013-04-01,5.07,0.56,1.41,2.68,8.315,58.85
2013-04-02,4.68,0.535,1.1725,2.72,11.7575,48.47
2013-04-03,5.97,0.675,1.2325,2.46,11.6675,71.425
2013-04-04,4.75,0.445,1.3375,3.95,9.44,68.035
2013-04-05,4.44,0.48,1.03,3.83,8.24,59.456
2013-04-06,6.96,0.578,1.085,3.05,9.6,52.916
2013-04-07,16.58,0.62,1.045,2.88,12.0475,48.545
2013-04-08,10.46,0.63,1.09,3,11.43,45.476
2013-04-09,9.33,0.498,1.005,3.54,10.515,52.814
2013-04-10,6.64,0.587,1.175,2.795,9.4475,45.508
2013-04-11,5.22,0.55,0.9,2.51,7.685,36.723
2013-04-12,5.33,0.516,0.7275,2.575,6.8825,47.776
2013-04-13,6.95,0.497,0.83,2.585,7.2125,46.537
2013-04-14,7.78,0.478,1.075,2.48,7.89,39.818
2013-04-15,6.27,0.61,1.155,2.45,5.7425,43.815
2013-04-16,4.10,0.565,1.1475,2.21,4.145,43.815
2013-04-17,4.13,0.66,1.265,2,4.08,37.532
2013-04-18,3.64,0.646,1.135,2.35,5.805,37.532
2013-04-19,3.29,0.624,1.11,2.46,5.805,47.966
2013-04-20,3.45,0.632,1.04,2.46,5.67,37.532
2013-04-21,4.13,0.562,1.06,2.5,6.025,41.96
2013-04-22,3.62,0.516,1.11,2.46,7.805,41.44
2013-04-23,3.00,0.55,1.13,2.46,7.805,34.394
2013-04-24,3.99,0.472,1.21,2.77,8.81,32.368
2013-04-25,3.03,0.512,1.115,3.03,9.75,41.924
2013-04-26,2.89,0.616,1.58,2.89,6.505,37.532
2013-04-27,2.67,0.528,1.305,2.46,6.335,37.532
2013-04-28,2.76,0.532,0.95,2.46,6.785,37.532
2013-04-29,2.20,0.49,1.095,2.46,11.675,74.876
2013-04-30,1.65,0.466,0.85,2.46,10,76.046
2013-05-01,2.03,0.444,0.765,2.31,7.805,77.098
2013-05-02,1.65,0.41,0.88,2.46,7.805,74.876
2013-05-03,0.99,0.37,0.725,2.05,7.805,59.346
2013-05-04,1.44,0.352,0.605,2,7.775,39.288
2013-05-05,1.24,0.308,0.595,1.92,7.775,36.04
2013-05-06,0.58,0.334,0.61,2,7.775,35.08
2013-05-07,0.37,0.354,0.575,2,7.335,37.1
2013-05-08,0.27,0.294,0.55,1.64,7.355,41.348
2013-05-09,0.42,0.306,0.57,2,6.195,32.956
2013-05-10,0.78,0.346,0.51,1.59,6.215,39.636
2013-05-11,0.84,0.314,0.645,1.16,6.48,70.496
2013-05-12,0.52,0.276,0.555,1.42,6.44,67.692
2013-05-13,0.24,0.292,0.49,1.21,5.86,41.36
2013-05-14,0.15,0.31,0.48,1.33,5.035,45.032
2013-05-15,0.18,0.246,0.37,2,5.035,41.746
2013-05-16,0.17,0.236,0.37,1.73,7.585,37.878
2013-05-17,0.18,0.28,0.4625,1.9,5.7575,38.715
2013-05-18,0.18,0.282,0.51,2,7.61,73.688
2013-05-19,7.88,0.276,0.52,2.18,7.745,37.622
2013-05-20,3.40,0.284,0.36,2,6.59,34.54
2013-05-21,1.37,0.252,0.355,2,3.66,33.012
2013-05-22,0.53,0.272,0.365,2,5.275,32.156
2013-05-23,1.14,0.216,0.515,2.45,5.955,60.39
2013-05-24,0.48,0.234,0.425,2.09,5.3,55.77
2013-05-25,0.44,0.14,0.3,1.785,6.7075,44.605
2013-05-26,0.60,0.225,0.4875,1.61,6.5825,39.61
2013-05-27,0.47,0.21,0.365,1.515,6.3225,37.405
2013-05-28,1.84,0.2,0.4,1.76,2.6775,40.13
2013-05-29,0.64,0.155,0.31,1.59,2.5575,38.39
2013-05-30,0.33,0.185,0.395,1.485,2.46,38.815
2013-05-31,0.16,0.175,0.4425,1.71,6.35,39.32
2013-06-01,0.19,0.195,0.3725,1.625,2.97,39.315
2013-06-02,0.38,0.18,0.32,1.59,2.475,42.175
2013-06-03,0.25,0.18,0.3,1.785,3.1125,43.815
2013-06-04,0.18,0.145,0.2625,1.575,2.94,43.225
